date,Forecast_Ayam_Potong
2025-01-02,22.884023244797774
2025-01-03,22.67304674043028
2025-01-04,22.651501926199895
2025-01-05,22.649301780635756
2025-01-06,22.64907710288028
2025-01-07,22.649054158901198
2025-01-08,22.649051815873623
2025-01-09,22.64905157660483
2025-01-10,22.64905155217082
2025-01-11,22.649051549675633
2025-01-12,22.649051549420825
2025-01-13,22.649051549394805
2025-01-14,22.649051549392148
2025-01-15,22.649051549391878
