date,actual_sales,pred_sales
2024-12-25,3.29,3.281581790369402
2024-12-26,3.31,3.312514217619598
2024-12-27,3.2,3.233097617316126
2024-12-28,3.29,3.298536465901159
2024-12-29,3.31,3.3000100856955354
2024-12-30,3.14,3.1918048451655316
2024-12-31,3.23,4.9350048316228925
