date,forecast_sales
2025-01-01,0.08851452605159116
2025-01-02,2.7453105812321943
2025-01-03,2.197570756487984
2025-01-04,1.781913021019908
2025-01-05,2.0819893174893123
2025-01-06,1.7603401271590684
2025-01-07,1.5758794309920106
