date,actual_sales,pred_sales
2024-12-25,27.04,26.513879500971303
2024-12-26,26.32,26.54206536763118
2024-12-27,25.68,26.520891670930325
2024-12-28,27.36,26.00096928550707
2024-12-29,26.4,26.612541794528777
2024-12-30,25.2,27.285121006680285
2024-12-31,31.55,29.721856155966844
